% of Delayed Flights,Airport Code,Airport Name,Carrier Code,Carrier Name,City,Date,Minutes of Delay per Flight,Minutes of Delay,Number of Flights,Number of Records,Ontime Category,State
1,SLC,Salt Lake City International,AA,American,Salt Lake City,1/1/13,42,969,23.3,1,Delayed by Carrier,UT
1,SEA,Seattle/Tacoma International,AA,American,Seattle,1/1/13,43,1119,26.17,1,Delayed by Carrier,WA
1,PHX,Phoenix Sky Harbor International,AS,Alaska,Phoenix,1/1/13,43,683,15.78,1,Delayed by Carrier,AZ
1,LAX,Los Angeles International,AS,Alaska,Los Angeles,1/1/13,62,909,14.56,1,Delayed by Carrier,CA
1,SFO,San Francisco International,AS,Alaska,San Francisco,1/1/13,51,480,9.34,1,Delayed by Carrier,CA
1,DEN,Denver International,AS,Alaska,Denver,1/1/13,49,134,2.72,1,Delayed by Carrier,CO
1,MCO,Orlando International,AS,Alaska,Orlando,1/1/13,16,16,1,1,Delayed by Carrier,FL
1,ATL,Hartsfield-Jackson Atlanta,AS,Alaska,Atlanta,1/1/13,48,106,2.19,1,Delayed by Carrier,GA
1,ORD,Chicago O'Hare International,AS,Alaska,Chicago,1/1/13,51,127,2.51,1,Delayed by Carrier,IL
1,BOS,Logan International,AS,Alaska,Boston,1/1/13,27,77,2.9,1,Delayed by Carrier,MA
1,MSP,Minneapolis-St Paul International,AS,Alaska,Minneapolis,1/1/13,33,45,1.38,1,Delayed by Carrier,MN
1,EWR,Newark Liberty International,AS,Alaska,Newark,1/1/13,17,22,1.29,1,Delayed by Carrier,NJ
1,LAS,McCarran International,AS,Alaska,Las Vegas,1/1/13,58,497,8.59,1,Delayed by Carrier,NV
1,DFW,Dallas/Fort Worth International,AS,Alaska,Dallas/Fort Worth,1/1/13,61,206,3.39,1,Delayed by Carrier,TX
1,IAH,George Bush Intercontinental,AS,Alaska,Houston,1/1/13,45,102,2.26,1,Delayed by Carrier,TX
1,SEA,Seattle/Tacoma International,AS,Alaska,Seattle,1/1/13,76,7682,100.77,1,Delayed by Carrier,WA
1,PHX,Phoenix Sky Harbor International,B6,JetBlue,Phoenix,1/1/13,59,558,9.38,1,Delayed by Carrier,AZ
1,LAX,Los Angeles International,B6,JetBlue,Los Angeles,1/1/13,61,1000,16.47,1,Delayed by Carrier,CA
1,SFO,San Francisco International,B6,JetBlue,San Francisco,1/1/13,77,1192,15.58,1,Delayed by Carrier,CA
1,DEN,Denver International,B6,JetBlue,Denver,1/1/13,46,484,10.5,1,Delayed by Carrier,CO
1,MCO,Orlando International,B6,JetBlue,Orlando,1/1/13,67,6134,92.12,1,Delayed by Carrier,FL
1,ORD,Chicago O'Hare International,B6,JetBlue,Chicago,1/1/13,68,844,12.41,1,Delayed by Carrier,IL
1,BOS,Logan International,B6,JetBlue,Boston,1/1/13,61,9496,154.93,1,Delayed by Carrier,MA
1,BWI,Baltimore/Washington International,B6,JetBlue,Baltimore,1/1/13,48,397,8.22,1,Delayed by Carrier,MD
1,CLT,Charlotte Douglas International,B6,JetBlue,Charlotte,1/1/13,39,586,14.91,1,Delayed by Carrier,NC
1,EWR,Newark Liberty International,B6,JetBlue,Newark,1/1/13,63,1918,30.43,1,Delayed by Carrier,NJ
1,LAS,McCarran International,B6,JetBlue,Las Vegas,1/1/13,49,1000,20.45,1,Delayed by Carrier,NV
1,JFK,John F. Kennedy International,B6,JetBlue,New York,1/1/13,62,11301,182.65,1,Delayed by Carrier,NY
1,LGA,LaGuardia,B6,JetBlue,New York,1/1/13,61,1975,32.25,1,Delayed by Carrier,NY
1,DFW,Dallas/Fort Worth International,B6,JetBlue,Dallas/Fort Worth,1/1/13,85,396,4.67,1,Delayed by Carrier,TX
1,SLC,Salt Lake City International,B6,JetBlue,Salt Lake City,1/1/13,75,579,7.67,1,Delayed by Carrier,UT
1,SEA,Seattle/Tacoma International,B6,JetBlue,Seattle,1/1/13,45,448,9.91,1,Delayed by Carrier,WA
1,PHX,Phoenix Sky Harbor International,DL,Delta,Phoenix,1/1/13,73,1787,24.42,1,Delayed by Carrier,AZ
1,LAX,Los Angeles International,DL,Delta,Los Angeles,1/1/13,59,3832,64.87,1,Delayed by Carrier,CA
1,SFO,San Francisco International,DL,Delta,San Francisco,1/1/13,55,1156,20.89,1,Delayed by Carrier,CA
1,DEN,Denver International,DL,Delta,Denver,1/1/13,48,1431,29.56,1,Delayed by Carrier,CO
1,MCO,Orlando International,DL,Delta,Orlando,1/1/13,54,3718,69.01,1,Delayed by Carrier,FL
1,ATL,Hartsfield-Jackson Atlanta,DL,Delta,Atlanta,1/1/13,100,50344,505.33,1,Delayed by Carrier,GA
1,ORD,Chicago O'Hare International,DL,Delta,Chicago,1/1/13,69,1240,18.03,1,Delayed by Carrier,IL
1,BOS,Logan International,DL,Delta,Boston,1/1/13,53,1420,26.89,1,Delayed by Carrier,MA
1,BWI,Baltimore/Washington International,DL,Delta,Baltimore,1/1/13,63,1584,25.28,1,Delayed by Carrier,MD
1,DTW,Detroit Metro Wayne County,DL,Delta,Detroit,1/1/13,75,8653,115.26,1,Delayed by Carrier,MI
1,MSP,Minneapolis-St Paul International,DL,Delta,Minneapolis,1/1/13,90,12514,139.27,1,Delayed by Carrier,MN
1,CLT,Charlotte Douglas International,DL,Delta,Charlotte,1/1/13,42,981,23.12,1,Delayed by Carrier,NC
1,EWR,Newark Liberty International,DL,Delta,Newark,1/1/13,39,308,7.89,1,Delayed by Carrier,NJ
1,LAS,McCarran International,DL,Delta,Las Vegas,1/1/13,65,2395,36.98,1,Delayed by Carrier,NV
1,JFK,John F. Kennedy International,DL,Delta,New York,1/1/13,73,3025,41.6,1,Delayed by Carrier,NY
1,LGA,LaGuardia,DL,Delta,New York,1/1/13,80,4502,56.38,1,Delayed by Carrier,NY
1,DFW,Dallas/Fort Worth International,DL,Delta,Dallas/Fort Worth,1/1/13,50,1110,22.03,1,Delayed by Carrier,TX
1,IAH,George Bush Intercontinental,DL,Delta,Houston,1/1/13,76,254,3.33,1,Delayed by Carrier,TX
1,SLC,Salt Lake City International,DL,Delta,Salt Lake City,1/1/13,79,6507,81.96,1,Delayed by Carrier,UT
1,SEA,Seattle/Tacoma International,DL,Delta,Seattle,1/1/13,46,1820,39.42,1,Delayed by Carrier,WA
1,DEN,Denver International,EV,ExpressJet,Denver,1/1/13,93,8795,94.27,1,Delayed by Carrier,CO
,MCO,Orlando International,EV,ExpressJet,Orlando,1/1/13,,0,0,1,Delayed by Carrier,FL
1,ATL,Hartsfield-Jackson Atlanta,EV,ExpressJet,Atlanta,1/1/13,84,19582,233.31,1,Delayed by Carrier,GA
1,ORD,Chicago O'Hare International,EV,ExpressJet,Chicago,1/1/13,88,20880,235.99,1,Delayed by Carrier,IL
1,BOS,Logan International,EV,ExpressJet,Boston,1/1/13,68,614,9.02,1,Delayed by Carrier,MA
1,BWI,Baltimore/Washington International,EV,ExpressJet,Baltimore,1/1/13,70,1741,24.93,1,Delayed by Carrier,MD
1,DTW,Detroit Metro Wayne County,EV,ExpressJet,Detroit,1/1/13,84,7099,84.32,1,Delayed by Carrier,MI
1,MSP,Minneapolis-St Paul International,EV,ExpressJet,Minneapolis,1/1/13,83,3124,37.75,1,Delayed by Carrier,MN
1,CLT,Charlotte Douglas International,EV,ExpressJet,Charlotte,1/1/13,71,3365,47.57,1,Delayed by Carrier,NC
1,EWR,Newark Liberty International,EV,ExpressJet,Newark,1/1/13,81,15606,192.13,1,Delayed by Carrier,NJ
1,JFK,John F. Kennedy International,EV,ExpressJet,New York,1/1/13,67,403,6.02,1,Delayed by Carrier,NY
1,LGA,LaGuardia,EV,ExpressJet,New York,1/1/13,83,1683,20.34,1,Delayed by Carrier,NY
1,DFW,Dallas/Fort Worth International,EV,ExpressJet,Dallas/Fort Worth,1/1/13,77,1648,21.43,1,Delayed by Carrier,TX
1,IAH,George Bush Intercontinental,EV,ExpressJet,Houston,1/1/13,84,24072,285.12,1,Delayed by Carrier,TX
1,SLC,Salt Lake City International,EV,ExpressJet,Salt Lake City,1/1/13,49,199,4.03,1,Delayed by Carrier,UT
1,PHX,Phoenix Sky Harbor International,F9,Frontier,Phoenix,1/1/13,40,717,17.94,1,Delayed by Carrier,AZ
1,LAX,Los Angeles International,F9,Frontier,Los Angeles,1/1/13,34,594,17.62,1,Delayed by Carrier,CA
1,SFO,San Francisco International,F9,Frontier,San Francisco,1/1/13,35,519,14.69,1,Delayed by Carrier,CA
1,DEN,Denver International,F9,Frontier,Denver,1/1/13,65,9204,142.1,1,Delayed by Carrier,CO
1,MCO,Orlando International,F9,Frontier,Orlando,1/1/13,29,450,15.36,1,Delayed by Carrier,FL
1,ATL,Hartsfield-Jackson Atlanta,F9,Frontier,Atlanta,1/1/13,25,57,2.31,1,Delayed by Carrier,GA
,ORD,Chicago O'Hare International,F9,Frontier,Chicago,1/1/13,,0,0,1,Delayed by Carrier,IL
1,DTW,Detroit Metro Wayne County,F9,Frontier,Detroit,1/1/13,38,313,8.33,1,Delayed by Carrier,MI
1,MSP,Minneapolis-St Paul International,F9,Frontier,Minneapolis,1/1/13,31,305,9.88,1,Delayed by Carrier,MN
1,LAS,McCarran International,F9,Frontier,Las Vegas,1/1/13,54,803,14.81,1,Delayed by Carrier,NV
1,LGA,LaGuardia,F9,Frontier,New York,1/1/13,53,302,5.65,1,Delayed by Carrier,NY
1,DFW,Dallas/Fort Worth International,F9,Frontier,Dallas/Fort Worth,1/1/13,38,513,13.67,1,Delayed by Carrier,TX
1,IAH,George Bush Intercontinental,F9,Frontier,Houston,1/1/13,39,201,5.11,1,Delayed by Carrier,TX
1,SLC,Salt Lake City International,F9,Frontier,Salt Lake City,1/1/13,25,336,13.52,1,Delayed by Carrier,UT
1,SEA,Seattle/Tacoma International,F9,Frontier,Seattle,1/1/13,34,596,17.61,1,Delayed by Carrier,WA
1,PHX,Phoenix Sky Harbor International,FL,AirTran,Phoenix,1/1/13,30,13,0.43,1,Delayed by Carrier,AZ
1,LAX,Los Angeles International,FL,AirTran,Los Angeles,1/1/13,39,435,11.2,1,Delayed by Carrier,CA
,SFO,San Francisco International,FL,AirTran,San Francisco,1/1/13,,0,0,1,Delayed by Carrier,CA
1,DEN,Denver International,FL,AirTran,Denver,1/1/13,36,111,3.11,1,Delayed by Carrier,CO
1,MCO,Orlando International,FL,AirTran,Orlando,1/1/13,70,1099,15.71,1,Delayed by Carrier,FL
1,ATL,Hartsfield-Jackson Atlanta,FL,AirTran,Atlanta,1/1/13,54,3537,65.44,1,Delayed by Carrier,GA
1,BOS,Logan International,FL,AirTran,Boston,1/1/13,71,274,3.87,1,Delayed by Carrier,MA
1,BWI,Baltimore/Washington International,FL,AirTran,Baltimore,1/1/13,41,820,20.14,1,Delayed by Carrier,MD
1,DTW,Detroit Metro Wayne County,FL,AirTran,Detroit,1/1/13,50,259,5.13,1,Delayed by Carrier,MI
1,MSP,Minneapolis-St Paul International,FL,AirTran,Minneapolis,1/1/13,24,111,4.72,1,Delayed by Carrier,MN
1,CLT,Charlotte Douglas International,FL,AirTran,Charlotte,1/1/13,53,278,5.23,1,Delayed by Carrier,NC
1,LAS,McCarran International,FL,AirTran,Las Vegas,1/1/13,44,263,5.94,1,Delayed by Carrier,NV
1,LGA,LaGuardia,FL,AirTran,New York,1/1/13,33,51,1.53,1,Delayed by Carrier,NY
1,PHX,Phoenix Sky Harbor International,HA,Hawaiian,Phoenix,1/1/13,103,1399,13.55,1,Delayed by Carrier,AZ
1,LAX,Los Angeles International,HA,Hawaiian,Los Angeles,1/1/13,68,810,11.98,1,Delayed by Carrier,CA
1,SFO,San Francisco International,HA,Hawaiian,San Francisco,1/1/13,101,794,7.88,1,Delayed by Carrier,CA
1,LAS,McCarran International,HA,Hawaiian,Las Vegas,1/1/13,43,981,22.88,1,Delayed by Carrier,NV
1,JFK,John F. Kennedy International,HA,Hawaiian,New York,1/1/13,52,206,4,1,Delayed by Carrier,NY
1,SEA,Seattle/Tacoma International,HA,Hawaiian,Seattle,1/1/13,35,844,23.92,1,Delayed by Carrier,WA
1,LAX,Los Angeles International,MQ,A. Eagle,Los Angeles,1/1/13,101,1735,17.2,1,Delayed by Carrier,CA
1,DEN,Denver International,MQ,A. Eagle,Denver,1/1/13,65,1249,19.08,1,Delayed by Carrier,CO
1,ATL,Hartsfield-Jackson Atlanta,MQ,A. Eagle,Atlanta,1/1/13,50,2287,45.29,1,Delayed by Carrier,GA
1,ORD,Chicago O'Hare International,MQ,A. Eagle,Chicago,1/1/13,159,36837,231.21,1,Delayed by Carrier,IL
1,BWI,Baltimore/Washington International,MQ,A. Eagle,Baltimore,1/1/13,136,1141,8.39,1,Delayed by Carrier,MD
1,DTW,Detroit Metro Wayne County,MQ,A. Eagle,Detroit,1/1/13,57,1324,23.34,1,Delayed by Carrier,MI
1,MSP,Minneapolis-St Paul International,MQ,A. Eagle,Minneapolis,1/1/13,64,1298,20.23,1,Delayed by Carrier,MN
1,CLT,Charlotte Douglas International,MQ,A. Eagle,Charlotte,1/1/13,47,1218,25.83,1,Delayed by Carrier,NC
1,EWR,Newark Liberty International,MQ,A. Eagle,Newark,1/1/13,49,687,14.16,1,Delayed by Carrier,NJ
1,JFK,John F. Kennedy International,MQ,A. Eagle,New York,1/1/13,97,1993,20.64,1,Delayed by Carrier,NY
1,LGA,LaGuardia,MQ,A. Eagle,New York,1/1/13,159,8936,56.21,1,Delayed by Carrier,NY
1,DFW,Dallas/Fort Worth International,MQ,A. Eagle,Dallas/Fort Worth,1/1/13,148,29325,197.69,1,Delayed by Carrier,TX
1,IAH,George Bush Intercontinental,MQ,A. Eagle,Houston,1/1/13,64,1051,16.47,1,Delayed by Carrier,TX
1,SLC,Salt Lake City International,MQ,A. Eagle,Salt Lake City,1/1/13,67,492,7.37,1,Delayed by Carrier,UT
1,PHX,Phoenix Sky Harbor International,OO,SkyWest,Phoenix,1/1/13,50,2481,49.95,1,Delayed by Carrier,AZ
1,LAX,Los Angeles International,OO,SkyWest,Los Angeles,1/1/13,92,9265,100.96,1,Delayed by Carrier,CA
1,SFO,San Francisco International,OO,SkyWest,San Francisco,1/1/13,71,8224,116.53,1,Delayed by Carrier,CA
1,DEN,Denver International,OO,SkyWest,Denver,1/1/13,60,7692,128.93,1,Delayed by Carrier,CO
1,ATL,Hartsfield-Jackson Atlanta,OO,SkyWest,Atlanta,1/1/13,44,596,13.47,1,Delayed by Carrier,GA
1,ORD,Chicago O'Hare International,OO,SkyWest,Chicago,1/1/13,81,5089,62.75,1,Delayed by Carrier,IL
1,DTW,Detroit Metro Wayne County,OO,SkyWest,Detroit,1/1/13,81,1041,12.9,1,Delayed by Carrier,MI
1,MSP,Minneapolis-St Paul International,OO,SkyWest,Minneapolis,1/1/13,89,4880,54.84,1,Delayed by Carrier,MN
1,CLT,Charlotte Douglas International,OO,SkyWest,Charlotte,1/1/13,34,107,3.11,1,Delayed by Carrier,NC
1,LAS,McCarran International,OO,SkyWest,Las Vegas,1/1/13,59,1663,28.34,1,Delayed by Carrier,NV
1,DFW,Dallas/Fort Worth International,OO,SkyWest,Dallas/Fort Worth,1/1/13,54,2375,43.9,1,Delayed by Carrier,TX
1,IAH,George Bush Intercontinental,OO,SkyWest,Houston,1/1/13,91,6422,70.28,1,Delayed by Carrier,TX
1,SLC,Salt Lake City International,OO,SkyWest,Salt Lake City,1/1/13,88,13055,148.3,1,Delayed by Carrier,UT
1,SEA,Seattle/Tacoma International,OO,SkyWest,Seattle,1/1/13,65,1183,18.27,1,Delayed by Carrier,WA
1,PHX,Phoenix Sky Harbor International,UA,United,Phoenix,1/1/13,47,2296,49.27,1,Delayed by Carrier,AZ
1,LAX,Los Angeles International,UA,United,Los Angeles,1/1/13,55,8521,154.71,1,Delayed by Carrier,CA
1,SFO,San Francisco International,UA,United,San Francisco,1/1/13,60,11136,186.4,1,Delayed by Carrier,CA
1,DEN,Denver International,UA,United,Denver,1/1/13,50,8565,170.25,1,Delayed by Carrier,CO
1,MCO,Orlando International,UA,United,Orlando,1/1/13,48,3386,70.44,1,Delayed by Carrier,FL
1,ATL,Hartsfield-Jackson Atlanta,UA,United,Atlanta,1/1/13,46,218,4.7,1,Delayed by Carrier,GA
1,ORD,Chicago O'Hare International,UA,United,Chicago,1/1/13,49,11457,232.51,1,Delayed by Carrier,IL
1,BOS,Logan International,UA,United,Boston,1/1/13,55,2236,40.92,1,Delayed by Carrier,MA
1,BWI,Baltimore/Washington International,UA,United,Baltimore,1/1/13,41,533,12.95,1,Delayed by Carrier,MD
1,DTW,Detroit Metro Wayne County,UA,United,Detroit,1/1/13,55,412,7.43,1,Delayed by Carrier,MI
1,MSP,Minneapolis-St Paul International,UA,United,Minneapolis,1/1/13,63,713,11.28,1,Delayed by Carrier,MN
1,CLT,Charlotte Douglas International,UA,United,Charlotte,1/1/13,57,181,3.16,1,Delayed by Carrier,NC
1,EWR,Newark Liberty International,UA,United,Newark,1/1/13,55,6225,112.32,1,Delayed by Carrier,NJ
1,LAS,McCarran International,UA,United,Las Vegas,1/1/13,50,2761,55.36,1,Delayed by Carrier,NV
1,JFK,John F. Kennedy International,UA,United,New York,1/1/13,66,925,13.92,1,Delayed by Carrier,NY
1,LGA,LaGuardia,UA,United,New York,1/1/13,64,1965,30.87,1,Delayed by Carrier,NY
1,DFW,Dallas/Fort Worth International,UA,United,Dallas/Fort Worth,1/1/13,45,944,21.03,1,Delayed by Carrier,TX
1,IAH,George Bush Intercontinental,UA,United,Houston,1/1/13,53,13298,251.24,1,Delayed by Carrier,TX
1,SLC,Salt Lake City International,UA,United,Salt Lake City,1/1/13,59,197,3.36,1,Delayed by Carrier,UT
1,SEA,Seattle/Tacoma International,UA,United,Seattle,1/1/13,45,2543,56.28,1,Delayed by Carrier,WA
1,PHX,Phoenix Sky Harbor International,US,US Airways,Phoenix,1/1/13,73,12109,166.44,1,Delayed by Carrier,AZ
1,LAX,Los Angeles International,US,US Airways,Los Angeles,1/1/13,47,1466,31.32,1,Delayed by Carrier,CA
1,SFO,San Francisco International,US,US Airways,San Francisco,1/1/13,46,1276,27.87,1,Delayed by Carrier,CA
1,DEN,Denver International,US,US Airways,Denver,1/1/13,43,996,22.94,1,Delayed by Carrier,CO
1,MCO,Orlando International,US,US Airways,Orlando,1/1/13,48,2126,44.52,1,Delayed by Carrier,FL
1,ATL,Hartsfield-Jackson Atlanta,US,US Airways,Atlanta,1/1/13,42,792,18.84,1,Delayed by Carrier,GA
1,ORD,Chicago O'Hare International,US,US Airways,Chicago,1/1/13,65,2550,39.49,1,Delayed by Carrier,IL
1,BOS,Logan International,US,US Airways,Boston,1/1/13,48,2336,48.4,1,Delayed by Carrier,MA
1,BWI,Baltimore/Washington International,US,US Airways,Baltimore,1/1/13,39,922,23.72,1,Delayed by Carrier,MD
1,DTW,Detroit Metro Wayne County,US,US Airways,Detroit,1/1/13,52,746,14.38,1,Delayed by Carrier,MI
1,MSP,Minneapolis-St Paul International,US,US Airways,Minneapolis,1/1/13,42,750,17.81,1,Delayed by Carrier,MN
1,CLT,Charlotte Douglas International,US,US Airways,Charlotte,1/1/13,65,16085,249.14,1,Delayed by Carrier,NC
1,EWR,Newark Liberty International,US,US Airways,Newark,1/1/13,62,996,15.99,1,Delayed by Carrier,NJ
1,LAS,McCarran International,US,US Airways,Las Vegas,1/1/13,49,1848,37.54,1,Delayed by Carrier,NV
1,JFK,John F. Kennedy International,US,US Airways,New York,1/1/13,43,267,6.19,1,Delayed by Carrier,NY
1,LGA,LaGuardia,US,US Airways,New York,1/1/13,45,1757,38.99,1,Delayed by Carrier,NY
1,DFW,Dallas/Fort Worth International,US,US Airways,Dallas/Fort Worth,1/1/13,47,1740,36.95,1,Delayed by Carrier,TX
1,IAH,George Bush Intercontinental,US,US Airways,Houston,1/1/13,44,827,18.72,1,Delayed by Carrier,TX
1,SLC,Salt Lake City International,US,US Airways,Salt Lake City,1/1/13,43,369,8.58,1,Delayed by Carrier,UT
1,SEA,Seattle/Tacoma International,US,US Airways,Seattle,1/1/13,70,1261,17.97,1,Delayed by Carrier,WA
1,LAX,Los Angeles International,VX,Virgin,Los Angeles,1/1/13,68,920,13.62,1,Delayed by Carrier,CA
1,SFO,San Francisco International,VX,Virgin,San Francisco,1/1/13,60,1061,17.62,1,Delayed by Carrier,CA
1,MCO,Orlando International,VX,Virgin,Orlando,1/1/13,18,2,0.11,1,Delayed by Carrier,FL
1,ORD,Chicago O'Hare International,VX,Virgin,Chicago,1/1/13,31,82,2.68,1,Delayed by Carrier,IL
1,BOS,Logan International,VX,Virgin,Boston,1/1/13,18,22,1.2,1,Delayed by Carrier,MA
1,LAS,McCarran International,VX,Virgin,Las Vegas,1/1/13,35,185,5.29,1,Delayed by Carrier,NV
1,JFK,John F. Kennedy International,VX,Virgin,New York,1/1/13,38,246,6.5,1,Delayed by Carrier,NY
1,DFW,Dallas/Fort Worth International,VX,Virgin,Dallas/Fort Worth,1/1/13,77,140,1.83,1,Delayed by Carrier,TX
1,SEA,Seattle/Tacoma International,VX,Virgin,Seattle,1/1/13,19,71,3.7,1,Delayed by Carrier,WA
1,PHX,Phoenix Sky Harbor International,WN,Southwest,Phoenix,1/1/13,47,8710,186.24,1,Delayed by Carrier,AZ
1,LAX,Los Angeles International,WN,Southwest,Los Angeles,1/1/13,35,4720,135.28,1,Delayed by Carrier,CA
1,SFO,San Francisco International,WN,Southwest,San Francisco,1/1/13,45,1803,40.26,1,Delayed by Carrier,CA
1,DEN,Denver International,WN,Southwest,Denver,1/1/13,47,8687,185.01,1,Delayed by Carrier,CO
1,MCO,Orlando International,WN,Southwest,Orlando,1/1/13,53,6674,126.2,1,Delayed by Carrier,FL
1,ATL,Hartsfield-Jackson Atlanta,WN,Southwest,Atlanta,1/1/13,45,2423,53.33,1,Delayed by Carrier,GA
1,BOS,Logan International,WN,Southwest,Boston,1/1/13,48,1630,33.85,1,Delayed by Carrier,MA
1,BWI,Baltimore/Washington International,WN,Southwest,Baltimore,1/1/13,42,6212,147.28,1,Delayed by Carrier,MD
1,DTW,Detroit Metro Wayne County,WN,Southwest,Detroit,1/1/13,41,1009,24.71,1,Delayed by Carrier,MI
1,MSP,Minneapolis-St Paul International,WN,Southwest,Minneapolis,1/1/13,31,952,30.68,1,Delayed by Carrier,MN
1,EWR,Newark Liberty International,WN,Southwest,Newark,1/1/13,53,1637,30.72,1,Delayed by Carrier,NJ
1,LAS,McCarran International,WN,Southwest,Las Vegas,1/1/13,44,7704,175.96,1,Delayed by Carrier,NV
1,LGA,LaGuardia,WN,Southwest,New York,1/1/13,42,685,16.33,1,Delayed by Carrier,NY
1,SLC,Salt Lake City International,WN,Southwest,Salt Lake City,1/1/13,33,3022,92.08,1,Delayed by Carrier,UT
1,SEA,Seattle/Tacoma International,WN,Southwest,Seattle,1/1/13,39,2339,60.63,1,Delayed by Carrier,WA
1,PHX,Phoenix Sky Harbor International,YV,Mesa,Phoenix,1/1/13,59,1206,20.49,1,Delayed by Carrier,AZ
1,ATL,Hartsfield-Jackson Atlanta,YV,Mesa,Atlanta,1/1/13,60,1096,18.14,1,Delayed by Carrier,GA
1,ORD,Chicago O'Hare International,YV,Mesa,Chicago,1/1/13,61,913,14.97,1,Delayed by Carrier,IL
,BWI,Baltimore/Washington International,YV,Mesa,Baltimore,1/1/13,,0,0,1,Delayed by Carrier,MD
1,DTW,Detroit Metro Wayne County,YV,Mesa,Detroit,1/1/13,99,683,6.88,1,Delayed by Carrier,MI
1,CLT,Charlotte Douglas International,YV,Mesa,Charlotte,1/1/13,81,3450,42.73,1,Delayed by Carrier,NC
,LAS,McCarran International,YV,Mesa,Las Vegas,1/1/13,,0,0,1,Delayed by Carrier,NV
1,LGA,LaGuardia,YV,Mesa,New York,1/1/13,110,496,4.51,1,Delayed by Carrier,NY
1,DFW,Dallas/Fort Worth International,YV,Mesa,Dallas/Fort Worth,1/1/13,40,217,5.47,1,Delayed by Carrier,TX
,PHX,Phoenix Sky Harbor International,9E,Pinnacle,Phoenix,1/1/13,,0,0,1,Delayed by Late Aircraft,AZ
1,DEN,Denver International,9E,Pinnacle,Denver,1/1/13,56,47,0.84,1,Delayed by Late Aircraft,CO
,MCO,Orlando International,9E,Pinnacle,Orlando,1/1/13,,0,0,1,Delayed by Late Aircraft,FL
1,ATL,Hartsfield-Jackson Atlanta,9E,Pinnacle,Atlanta,1/1/13,80,6901,86.71,1,Delayed by Late Aircraft,GA
1,ORD,Chicago O'Hare International,9E,Pinnacle,Chicago,1/1/13,66,732,11.06,1,Delayed by Late Aircraft,IL
1,BOS,Logan International,9E,Pinnacle,Boston,1/1/13,92,1167,12.68,1,Delayed by Late Aircraft,MA
1,BWI,Baltimore/Washington International,9E,Pinnacle,Baltimore,1/1/13,79,1378,17.43,1,Delayed by Late Aircraft,MD
1,DTW,Detroit Metro Wayne County,9E,Pinnacle,Detroit,1/1/13,65,18448,282.44,1,Delayed by Late Aircraft,MI
1,MSP,Minneapolis-St Paul International,9E,Pinnacle,Minneapolis,1/1/13,72,11579,160.83,1,Delayed by Late Aircraft,MN
1,CLT,Charlotte Douglas International,9E,Pinnacle,Charlotte,1/1/13,92,561,6.13,1,Delayed by Late Aircraft,NC
1,EWR,Newark Liberty International,9E,Pinnacle,Newark,1/1/13,82,725,8.84,1,Delayed by Late Aircraft,NJ
1,JFK,John F. Kennedy International,9E,Pinnacle,New York,1/1/13,94,6168,65.72,1,Delayed by Late Aircraft,NY
1,LGA,LaGuardia,9E,Pinnacle,New York,1/1/13,143,325,2.27,1,Delayed by Late Aircraft,NY
1,DFW,Dallas/Fort Worth International,9E,Pinnacle,Dallas/Fort Worth,1/1/13,59,545,9.24,1,Delayed by Late Aircraft,TX
1,IAH,George Bush Intercontinental,9E,Pinnacle,Houston,1/1/13,34,47,1.4,1,Delayed by Late Aircraft,TX
1,SLC,Salt Lake City International,9E,Pinnacle,Salt Lake City,1/1/13,76,617,8.13,1,Delayed by Late Aircraft,UT
1,PHX,Phoenix Sky Harbor International,AA,American,Phoenix,1/1/13,59,1534,26.21,1,Delayed by Late Aircraft,AZ
1,LAX,Los Angeles International,AA,American,Los Angeles,1/1/13,66,7778,118.51,1,Delayed by Late Aircraft,CA
1,SFO,San Francisco International,AA,American,San Francisco,1/1/13,46,2148,46.4,1,Delayed by Late Aircraft,CA
1,DEN,Denver International,AA,American,Denver,1/1/13,58,1860,32.22,1,Delayed by Late Aircraft,CO
1,MCO,Orlando International,AA,American,Orlando,1/1/13,57,2042,35.97,1,Delayed by Late Aircraft,FL
1,ATL,Hartsfield-Jackson Atlanta,AA,American,Atlanta,1/1/13,52,1783,34.32,1,Delayed by Late Aircraft,GA
